lat,long,type
42.32599217,-71.09314222,SIMPLE ASSAULT
42.28967408,-71.09207321,AGGRAVATED ASSAULT
42.28725137,-71.15003954,AGGRAVATED ASSAULT
42.30623284,-71.07633764,SIMPLE ASSAULT
42.29037636,-71.06705456,SIMPLE ASSAULT
42.29754136,-71.05973457,AGGRAVATED ASSAULT
42.27825136,-71.06642456,AGGRAVATED ASSAULT
42.37787634,-71.03302457,AGGRAVATED ASSAULT
42.36027134,-71.05537956,SIMPLE ASSAULT
42.36027134,-71.05537956,SIMPLE ASSAULT
42.34881634,-71.03906957,SIMPLE ASSAULT
42.35882804,-71.05836216,AGGRAVATED ASSAULT
42.33315053,-71.07397769,SIMPLE ASSAULT
42.33155135,-71.08336455,SIMPLE ASSAULT
42.34728135,-71.08772955,SIMPLE ASSAULT
42.33109591,-71.09038894,SIMPLE ASSAULT
42.29964136,-71.11376455,SIMPLE ASSAULT
42.25519537,-71.12762728,SIMPLE ASSAULT
42.35494078,-71.05644456,SIMPLE ASSAULT
42.27923636,-71.08928456,AGGRAVATED ASSAULT
42.28486136,-71.09132455,SIMPLE ASSAULT
42.34552135,-71.14749953,FIRE
42.36597634,-71.05892456,SIMPLE ASSAULT
42.33780152,-71.06224457,FIRE
42.36584664,-71.065539,FIRE
42.32993613,-71.08570884,AGGRAVATED ASSAULT
42.27933637,-71.09133954,32GUN
42.28852046,-71.0554839,SIMPLE ASSAULT
42.33151135,-71.07083456,SIMPLE ASSAULT
42.30882487,-71.05909632,SIMPLE ASSAULT
42.31945352,-71.06274264,SIMPLE ASSAULT
42.30366395,-71.07101432,SIMPLE ASSAULT
42.28174136,-71.08275456,SIMPLE ASSAULT
42.31904135,-71.07619956,AGGRAVATED ASSAULT
42.31391135,-71.06763456,SIMPLE ASSAULT
42.34618135,-71.09862455,AGGRAVATED ASSAULT
42.33255635,-71.07232956,AGGRAVATED ASSAULT
42.36059634,-71.05673456,SIMPLE ASSAULT
42.35844135,-71.05328957,SIMPLE ASSAULT
42.33566135,-71.03335958,SIMPLE ASSAULT
42.37901634,-71.03921957,SIMPLE ASSAULT
42.35138634,-71.06082456,AGGRAVATED ASSAULT
42.30286396,-71.07151196,SIMPLE ASSAULT
42.37916134,-71.03163957,SIMPLE ASSAULT
42.29640273,-71.07042454,AGGRAVATED ASSAULT
42.2896922,-71.12255813,SIMPLE ASSAULT
42.28986314,-71.08538741,SIMPLE ASSAULT
42.33349135,-71.07350956,SIMPLE ASSAULT
42.37951134,-71.02861458,SIMPLE ASSAULT
42.26331636,-71.16830453,SIMPLE ASSAULT
42.34395087,-71.03073936,FIRE
42.28581087,-71.071171,SIMPLE ASSAULT
42.36220772,-71.13481948,SIMPLE ASSAULT
42.33124135,-71.04737957,AGGRAVATED ASSAULT
42.35680135,-71.15158952,SIMPLE ASSAULT
42.37579134,-71.03371457,AGGRAVATED ASSAULT
42.35505135,-71.16268953,SIMPLE ASSAULT
42.28203636,-71.13233954,SIMPLE ASSAULT
42.28203636,-71.13233954,SIMPLE ASSAULT
42.28508789,-71.09296388,SIMPLE ASSAULT
42.29006636,-71.08962456,SIMPLE ASSAULT
42.31501635,-71.09545955,32GUN
42.38378718,-71.00259354,SIMPLE ASSAULT
42.30636135,-71.05870956,SIMPLE ASSAULT
42.34056635,-71.05356956,SIMPLE ASSAULT
42.31614635,-71.09793955,FIRE
42.31089636,-71.08006455,SIMPLE ASSAULT
42.29936636,-71.06978457,SIMPLE ASSAULT
42.35876135,-71.05157957,SIMPLE ASSAULT
42.29488136,-71.08802956,AGGRAVATED ASSAULT
42.36426634,-71.06165955,AGGRAVATED ASSAULT
42.33250218,-71.08364636,SIMPLE ASSAULT
42.35185599,-71.13305761,SIMPLE ASSAULT
42.34916135,-71.09283956,SIMPLE ASSAULT
42.34292205,-71.0911615,SIMPLE ASSAULT
42.29433636,-71.07544956,SIMPLE ASSAULT
42.38666018,-71.01419224,SIMPLE ASSAULT
42.30987635,-71.09213455,AGGRAVATED ASSAULT
42.31052083,-71.07150514,SIMPLE ASSAULT
42.32939135,-71.08335956,AGGRAVATED ASSAULT
42.33495566,-71.09373917,AGGRAVATED ASSAULT
42.33676635,-71.07665456,SIMPLE ASSAULT
42.35266135,-71.12926954,AGGRAVATED ASSAULT
42.28572636,-71.09031956,SIMPLE ASSAULT
42.35179135,-71.15241953,SIMPLE ASSAULT
42.33895635,-71.08098455,SIMPLE ASSAULT
42.33358135,-71.07704956,SIMPLE ASSAULT
42.33696135,-71.04896956,FIRE
42.33328462,-71.05030341,FIRE
42.28521136,-71.11879454,FIRE
42.32850639,-71.07653961,32GUN
42.33906135,-71.08362955,SIMPLE ASSAULT
42.34470431,-71.02941573,FIRE
42.26133137,-71.15705954,AGGRAVATED ASSAULT
42.29754136,-71.05973457,32GUN
42.27290136,-71.07455956,SIMPLE ASSAULT
42.37736713,-71.05627389,SIMPLE ASSAULT
42.30990635,-71.06720456,SIMPLE ASSAULT
42.38241634,-71.01558957,SIMPLE ASSAULT
42.35348634,-71.04814457,FIRE
42.33558135,-71.03742958,AGGRAVATED ASSAULT
42.33488635,-71.07901956,SIMPLE ASSAULT
42.32151484,-71.06966258,SIMPLE ASSAULT
42.33618135,-71.07789455,SIMPLE ASSAULT
42.33696135,-71.05500956,AGGRAVATED ASSAULT
42.31709635,-71.07803456,AGGRAVATED ASSAULT
42.33307135,-71.10159455,SIMPLE ASSAULT
42.28486136,-71.09132455,SIMPLE ASSAULT
42.31428454,-71.0769832,SIMPLE ASSAULT
42.29080651,-71.07523921,SIMPLE ASSAULT
42.35144292,-71.06952657,SIMPLE ASSAULT
42.37504134,-71.06515456,SIMPLE ASSAULT
42.30199635,-71.06005956,SIMPLE ASSAULT
42.35421134,-71.05630956,SIMPLE ASSAULT
42.27966636,-71.08886456,SIMPLE ASSAULT
42.29588136,-71.09219956,32GUN
42.33566135,-71.08045956,SIMPLE ASSAULT
42.30285135,-71.06400956,SIMPLE ASSAULT
42.34302135,-71.06493956,SIMPLE ASSAULT
42.33065198,-71.05826039,SIMPLE ASSAULT
42.35006135,-71.07737956,SIMPLE ASSAULT
42.37767134,-71.05458456,SIMPLE ASSAULT
42.35333345,-71.13487402,SIMPLE ASSAULT
42.35042712,-71.16643661,SIMPLE ASSAULT
42.30424361,-71.07845231,SIMPLE ASSAULT
42.3778932,-71.05845334,SIMPLE ASSAULT
42.31679208,-71.07962644,SIMPLE ASSAULT
42.29026136,-71.07474456,SIMPLE ASSAULT
42.31655135,-71.07812456,SIMPLE ASSAULT
42.34995728,-71.06347845,SIMPLE ASSAULT
42.34109135,-71.08113956,SIMPLE ASSAULT
42.29035637,-71.06139457,AGGRAVATED ASSAULT
42.29538451,-71.08926776,AGGRAVATED ASSAULT
